country,subnational1,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,biomass_stock_2000_Mt,avg_biomass_per_ha_Mt,Year,Biomass Loss,co2_stock_2000_Mt,CO2 Emissions,gain_2000_2012_ha,Tree Cover Loss
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2001,0.13,117.2,0.24,926,1052
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2002,0.09,117.2,0.17,926,780
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2003,0.18,117.2,0.33,926,1505
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2004,0.07,117.2,0.12,926,571
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2005,0.15,117.2,0.27,926,1207
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2006,0.43,117.2,0.79,926,3634
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2007,0.11,117.2,0.21,926,908
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2008,0.84,117.2,1.54,926,6997
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2009,0.7,117.2,1.28,926,5808
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2010,0.19,117.2,0.34,926,1551
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2011,0.67,117.2,1.23,926,5471
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2012,0.11,117.2,0.2,926,957
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2013,0.12,117.2,0.22,926,1111
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2014,0.09,117.2,0.17,926,839
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2015,0.09,117.2,0.16,926,767
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2016,0.14,117.2,0.25,926,1210
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2017,0.42,117.2,0.77,926,3886
Mozambique,Cabo Delgado,Ancuabe,10,625605,602772,586662,63.93,0,2018,0.13,117.2,0.23,926,1102
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2001,0.13,112.63,0.24,926,1040
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2002,0.09,112.63,0.17,926,765
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2003,0.18,112.63,0.33,926,1487
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2004,0.07,112.63,0.12,926,560
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2005,0.14,112.63,0.27,926,1189
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2006,0.43,112.63,0.79,926,3599
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2007,0.11,112.63,0.21,926,900
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2008,0.84,112.63,1.53,926,6915
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2009,0.69,112.63,1.27,926,5753
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2010,0.19,112.63,0.34,926,1537
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2011,0.67,112.63,1.23,926,5442
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2012,0.11,112.63,0.19,926,923
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2013,0.12,112.63,0.22,926,1059
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2014,0.09,112.63,0.16,926,803
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2015,0.08,112.63,0.15,926,745
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2016,0.14,112.63,0.25,926,1193
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2017,0.41,112.63,0.76,926,3772
Mozambique,Cabo Delgado,Ancuabe,15,625605,559433,528817,61.43,0,2018,0.13,112.63,0.23,926,1079
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2001,0.12,95.27,0.22,926,961
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2002,0.09,95.27,0.16,926,682
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2003,0.17,95.27,0.31,926,1373
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2004,0.06,95.27,0.12,926,518
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2005,0.14,95.27,0.25,926,1111
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2006,0.41,95.27,0.75,926,3350
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2007,0.11,95.27,0.2,926,855
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2008,0.8,95.27,1.47,926,6471
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2009,0.67,95.27,1.22,926,5387
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2010,0.18,95.27,0.33,926,1424
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2011,0.65,95.27,1.19,926,5190
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2012,0.1,95.27,0.18,926,804
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2013,0.1,95.27,0.19,926,878
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2014,0.08,95.27,0.15,926,675
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2015,0.08,95.27,0.14,926,640
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2016,0.13,95.27,0.23,926,1069
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2017,0.38,95.27,0.69,926,3247
Mozambique,Cabo Delgado,Ancuabe,20,625605,440106,395830,51.97,0,2018,0.12,95.27,0.22,926,986
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2001,0.12,91.41,0.22,926,942
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2002,0.08,91.41,0.15,926,666
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2003,0.17,91.41,0.31,926,1344
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2004,0.06,91.41,0.12,926,508
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2005,0.14,91.41,0.25,926,1092
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2006,0.4,91.41,0.74,926,3272
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2007,0.11,91.41,0.2,926,843
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2008,0.79,91.41,1.45,926,6327
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2009,0.66,91.41,1.21,926,5300
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2010,0.18,91.41,0.32,926,1396
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2011,0.64,91.41,1.18,926,5111
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2012,0.09,91.41,0.17,926,781
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2013,0.1,91.41,0.18,926,835
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2014,0.08,91.41,0.14,926,647
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2015,0.07,91.41,0.14,926,617
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2016,0.12,91.41,0.23,926,1033
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2017,0.36,91.41,0.67,926,3114
Mozambique,Cabo Delgado,Ancuabe,25,625605,417306,384379,49.86,0,2018,0.12,91.41,0.21,926,962
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2001,0.11,76.39,0.21,926,863
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2002,0.08,76.39,0.14,926,596
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2003,0.16,76.39,0.29,926,1221
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2004,0.06,76.39,0.11,926,457
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2005,0.13,76.39,0.24,926,1016
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2006,0.37,76.39,0.68,926,2967
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2007,0.1,76.39,0.19,926,802
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2008,0.74,76.39,1.35,926,5817
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2009,0.62,76.39,1.14,926,4902
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2010,0.16,76.39,0.3,926,1286
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2011,0.61,76.39,1.12,926,4797
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2012,0.09,76.39,0.16,926,690
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2013,0.09,76.39,0.16,926,688
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2014,0.07,76.39,0.12,926,540
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2015,0.06,76.39,0.12,926,523
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2016,0.11,76.39,0.21,926,911
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2017,0.32,76.39,0.58,926,2624
Mozambique,Cabo Delgado,Ancuabe,30,625605,336410,281568,41.67,0,2018,0.11,76.39,0.2,926,869
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2001,0.05,10.29,0.08,926,334
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2002,0.03,10.29,0.05,926,192
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2003,0.05,10.29,0.1,926,402
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2004,0.02,10.29,0.04,926,144
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2005,0.05,10.29,0.09,926,362
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2006,0.12,10.29,0.21,926,890
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2007,0.05,10.29,0.09,926,360
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2008,0.24,10.29,0.44,926,1863
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2009,0.23,10.29,0.42,926,1733
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2010,0.07,10.29,0.12,926,511
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2011,0.25,10.29,0.45,926,1894
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2012,0.02,10.29,0.04,926,152
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2013,0.01,10.29,0.03,926,114
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2014,0.02,10.29,0.03,926,126
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2015,0.02,10.29,0.03,926,145
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2016,0.04,10.29,0.07,926,297
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2017,0.07,10.29,0.13,926,554
Mozambique,Cabo Delgado,Ancuabe,50,625605,44343,46461,5.61,0,2018,0.05,10.29,0.08,926,364
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2001,0,0.05,0,926,7
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2002,0,0.05,0,926,2
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2003,0,0.05,0,926,6
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2004,0,0.05,0,926,1
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2005,0,0.05,0,926,5
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2006,0,0.05,0.01,926,16
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2007,0,0.05,0,926,7
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2008,0,0.05,0.01,926,14
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2009,0.01,0.05,0.01,926,28
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2010,0,0.05,0,926,5
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2011,0.01,0.05,0.01,926,23
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2012,0,0.05,0,926,1
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2013,0,0.05,0,926,0
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2014,0,0.05,0,926,0
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2015,0,0.05,0,926,0
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2016,0,0.05,0,926,0
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2017,0,0.05,0,926,0
Mozambique,Cabo Delgado,Ancuabe,75,625605,128,80,0.03,0,2018,0,0.05,0,926,0
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2001,0.01,78.14,0.02,31,115
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2002,0.05,78.14,0.09,31,470
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2003,0.02,78.14,0.03,31,174
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2004,0.04,78.14,0.07,31,377
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2005,0.02,78.14,0.03,31,162
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2006,0.04,78.14,0.07,31,391
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2007,0.04,78.14,0.07,31,361
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2008,0.07,78.14,0.13,31,684
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2009,0.14,78.14,0.26,31,1495
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2010,0.06,78.14,0.11,31,573
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2011,0.01,78.14,0.01,31,54
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2012,0.07,78.14,0.12,31,619
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2013,0.04,78.14,0.08,31,475
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2014,0.07,78.14,0.13,31,884
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2015,0.11,78.14,0.21,31,1294
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2016,0.11,78.14,0.2,31,1174
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2017,0.09,78.14,0.16,31,1056
Mozambique,Cabo Delgado,Balama,10,546842,520152,517595,42.62,0,2018,0.05,78.14,0.08,31,529
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2001,0.01,74.93,0.02,31,110
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2002,0.05,74.93,0.08,31,449
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2003,0.02,74.93,0.03,31,167
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2004,0.03,74.93,0.06,31,366
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2005,0.01,74.93,0.03,31,154
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2006,0.04,74.93,0.07,31,380
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2007,0.04,74.93,0.07,31,353
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2008,0.07,74.93,0.13,31,662
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2009,0.14,74.93,0.26,31,1445
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2010,0.06,74.93,0.11,31,561
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2011,0.01,74.93,0.01,31,53
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2012,0.07,74.93,0.12,31,596
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2013,0.04,74.93,0.07,31,440
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2014,0.07,74.93,0.12,31,781
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2015,0.11,74.93,0.2,31,1222
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2016,0.11,74.93,0.19,31,1135
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2017,0.09,74.93,0.16,31,992
Mozambique,Cabo Delgado,Balama,15,546842,485582,465232,40.87,0,2018,0.04,74.93,0.08,31,494
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2001,0.01,58.94,0.02,31,87
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2002,0.04,58.94,0.08,31,376
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2003,0.02,58.94,0.03,31,136
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2004,0.03,58.94,0.06,31,296
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2005,0.01,58.94,0.02,31,121
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2006,0.03,58.94,0.06,31,326
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2007,0.03,58.94,0.06,31,311
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2008,0.06,58.94,0.12,31,566
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2009,0.13,58.94,0.24,31,1213
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2010,0.06,58.94,0.1,31,496
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2011,0.01,58.94,0.01,31,46
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2012,0.06,58.94,0.11,31,528
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2013,0.03,58.94,0.06,31,328
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2014,0.05,58.94,0.09,31,515
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2015,0.1,58.94,0.17,31,941
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2016,0.09,58.94,0.17,31,931
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2017,0.07,58.94,0.12,31,689
Mozambique,Cabo Delgado,Balama,20,546842,340831,305514,32.15,0,2018,0.03,58.94,0.06,31,330
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2001,0.01,54.18,0.02,31,85
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2002,0.04,54.18,0.07,31,366
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2003,0.01,54.18,0.03,31,133
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2004,0.03,54.18,0.06,31,287
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2005,0.01,54.18,0.02,31,118
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2006,0.03,54.18,0.06,31,319
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2007,0.03,54.18,0.06,31,304
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2008,0.06,54.18,0.11,31,552
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2009,0.13,54.18,0.23,31,1187
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2010,0.05,54.18,0.1,31,486
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2011,0.01,54.18,0.01,31,46
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2012,0.06,54.18,0.11,31,517
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2013,0.03,54.18,0.06,31,301
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2014,0.05,54.18,0.09,31,465
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2015,0.09,54.18,0.17,31,878
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2016,0.09,54.18,0.17,31,872
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2017,0.06,54.18,0.12,31,624
Mozambique,Cabo Delgado,Balama,25,546842,302651,291476,29.55,0,2018,0.03,54.18,0.06,31,301
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2001,0.01,35.38,0.02,31,69
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2002,0.03,35.38,0.06,31,286
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2003,0.01,35.38,0.02,31,107
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2004,0.02,35.38,0.04,31,210
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2005,0.01,35.38,0.02,31,87
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2006,0.03,35.38,0.05,31,240
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2007,0.03,35.38,0.06,31,247
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2008,0.05,35.38,0.1,31,431
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2009,0.1,35.38,0.19,31,892
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2010,0.05,35.38,0.09,31,391
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2011,0.01,35.38,0.01,31,40
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2012,0.05,35.38,0.1,31,435
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2013,0.02,35.38,0.04,31,205
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2014,0.03,35.38,0.06,31,299
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2015,0.07,35.38,0.13,31,623
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2016,0.07,35.38,0.13,31,608
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2017,0.05,35.38,0.09,31,409
Mozambique,Cabo Delgado,Balama,30,546842,171950,154166,19.3,0,2018,0.02,35.38,0.05,31,210
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2001,0,0.77,0,31,14
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2002,0,0.77,0.01,31,23
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2003,0,0.77,0,31,10
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2004,0,0.77,0,31,13
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2005,0,0.77,0,31,7
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2006,0,0.77,0,31,8
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2007,0,0.77,0.01,31,20
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2008,0.01,0.77,0.01,31,43
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2009,0.01,0.77,0.01,31,47
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2010,0.01,0.77,0.01,31,43
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2011,0,0.77,0,31,7
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2012,0.01,0.77,0.01,31,44
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2013,0,0.77,0,31,6
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2014,0,0.77,0,31,6
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2015,0,0.77,0,31,8
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2016,0,0.77,0.01,31,18
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2017,0,0.77,0.01,31,17
Mozambique,Cabo Delgado,Balama,50,546842,2526,3342,0.42,0,2018,0,0.77,0,31,15
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2001,0,0,0,31,0
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2002,0,0,0,31,0
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2003,0,0,0,31,0
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2004,0,0,0,31,0
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2005,0,0,0,31,0
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2006,0,0,0,31,0
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2007,0,0,0,31,0
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2008,0,0,0,31,0
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2009,0,0,0,31,1
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2010,0,0,0,31,0
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2011,0,0,0,31,0
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2012,0,0,0,31,0
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2013,0,0,0,31,0
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2014,0,0,0,31,0
Mozambique,Cabo Delgado,Balama,75,546842,3,0,0,0,2015,0,0,0,31,0
